open,close,high,low,volume,time
50.0,50.0,50.0,10.288691054103822,1092,1705017221
54.99167083234141,54.99167083234141,54.99167083234141,50.0,3049,1705017281
59.93346653975307,59.93346653975307,59.93346653975307,54.99167083234141,3360,1705017341
64.77601033306698,64.77601033306698,64.77601033306698,59.93346653975307,1566,1705017401
69.47091711543253,69.47091711543253,69.47091711543253,64.77601033306698,2238,1705017461
73.97127693021015,73.97127693021015,73.97127693021015,69.47091711543253,3586,1705017521
78.23212366975176,78.23212366975176,78.23212366975176,73.97127693021015,4150,1705017581
82.21088436188455,82.21088436188455,82.21088436188455,78.23212366975176,3227,1705017641
85.86780454497614,85.86780454497614,85.86780454497614,82.21088436188455,2216,1705017701
89.16634548137417,89.16634548137417,89.16634548137417,85.86780454497614,3013,1705017761
92.07354924039483,92.07354924039483,92.07354924039483,89.16634548137417,1053,1705017821
94.56036800307177,94.56036800307177,94.56036800307177,92.07354924039483,4784,1705017881
96.60195429836132,96.60195429836132,96.60195429836132,94.56036800307177,4029,1705017941
98.17790927085966,98.17790927085966,98.17790927085966,96.60195429836132,2822,1705018001
99.27248649942301,99.27248649942301,99.27248649942301,98.17790927085966,3427,1705018061
99.87474933020273,99.87474933020273,99.87474933020273,99.27248649942301,2758,1705018121
99.97868015207526,99.97868015207526,99.97868015207526,99.87474933020273,1285,1705018181
99.58324052262343,99.58324052262343,99.97868015207526,99.58324052262343,3461,1705018241
98.69238154390976,98.69238154390976,99.58324052262343,98.69238154390976,3995,1705018301
97.31500438437072,97.31500438437072,98.69238154390976,97.31500438437072,4905,1705018361
95.46487134128408,95.46487134128408,97.31500438437072,95.46487134128408,4429,1705018421
93.16046833244368,93.16046833244368,95.46487134128408,93.16046833244368,3206,1705018481
90.4248201909795,90.4248201909795,93.16046833244368,90.4248201909795,3139,1705018541
87.28526060883601,87.28526060883601,90.4248201909795,87.28526060883601,2049,1705018601
83.77315902755755,83.77315902755755,87.28526060883601,83.77315902755755,4940,1705018661
79.92360720519783,79.92360720519783,83.77315902755755,79.92360720519783,1726,1705018721
75.77506859107321,75.77506859107321,79.92360720519783,75.77506859107321,1988,1705018781
71.36899401169148,71.36899401169148,75.77506859107321,71.36899401169148,4114,1705018841
66.74940750779525,66.74940750779525,71.36899401169148,66.74940750779525,4997,1705018901
61.96246646069912,61.96246646069912,66.74940750779525,61.96246646069912,4877,1705018961
57.056000402993355,57.056000402993355,61.96246646069912,57.056000402993355,2836,1705019021
